Name	Meta	main_role	sub_role	Function	locus_tag
pvdA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	L-ornithine N5-oxygenase	PA2386
fpvR	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvR	PA2388
pvdT	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdT	PA2390
pvdP	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdP	PA2392
pvdN	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdN	PA2394
pvdO	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdO	PA2395
pvdJ	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdJ	PA2400
pvdI	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyoverdine peptide synthetase	PA2402
fpvG	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvG	PA2403
fpvH	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvH	PA2404
fpvJ	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvJ	PA2405
fpvK	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvK	PA2406
fpvC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvC	PA2407
fpvD	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvD	PA2408
fpvE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvE	PA2409
fpvF	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FpvF	PA2410
pvdH	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	L-24-diaminobutyrate:2-ketoglutarate 4-aminotransferase PvdH	PA2413
pvdL	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdL	PA2424
pvdG	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PvdG	PA2425
pvdS	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	sigma factor PvdS	PA2426
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable cation-transporting P-type ATPase	PA2435
foxA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Ferrioxamine receptor FoxA	PA2466
czcA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux transporter CzcA	PA2520
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium:alanine symporter	PA2533
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	hypothetical protein	PA2590
pfeA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Ferric enterobactin receptor outer membrane protein PfeA precursor	PA2688
pfeE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	esterase PfeE	PA2689
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable ATP-binding component of ABC transporter	PA2812
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA2910
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable TonB-dependent receptor	PA2911
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable ATP-binding component of ABC transporter	PA2912
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	hypothetical protein	PA2913
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable permease of ABC transporter	PA2914
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	hypothetical protein	PA2941
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable magnesium chelatase	PA2942
nqrF	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:quinone oxidoreductase subunit Nqr6	PA2994
nqrE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:quinone oxidoreductase subunit Nqr5	PA2995
nqrD	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:uniquinone oxidoreductase subunit Nqr4	PA2996
nqrC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3	PA2997
nqrB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq2	PA2998
nqrA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1	PA2999
trkH	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	potassium uptake protein TrkH	PA3210
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium:solute symporter	PA3234
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable TonB-dependent receptor	PA3268
fprA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FprA	PA3397
hasAp	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	heme acquisition protein HasAp	PA3407
hasR	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Heme uptake outer membrane receptor HasR precursor	PA3408
hasS	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	HasS	PA3409
bfd	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	bacterioferritin-associated ferredoxin Bfd	PA3530
bfrB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	bacterioferritin	PA3531
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable ATP-binding component of ABC transporter	PA3538
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium/hydrogen antiporter	PA3660
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable metal-transporting P-type ATPase	PA3690
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium/hydrogen antiporter	PA3739
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA3748
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	putative copper binding protein	PA3785
oprC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Putative copper transport outer membrane porin OprC precursor	PA3790
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium:sulfate symporter	PA3839
nhaP	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+/H+ antiporter NhaP	PA3887
fecR	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FecR	PA3900
fecA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Fe(III) dicitrate transport protein FecA	PA3901
copA1 	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	CopA1	PA3920
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable transporter	PA3963
bphO	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	heme oxygenase BphO	PA4116
fvbA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FvbA	PA4156
fepC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferric enterobactin transport protein FepC	PA4158
fepB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferrienterobactin-binding periplasmic protein precursor FepB	PA4159
fepD	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferric enterobactin transport protein FepD	PA4160
fepG	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferric enterobactin transport protein FepG	PA4161
fpvB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	second ferric pyoverdine receptor FpvB	PA4168
ampP	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	AmpP	PA4218
fptA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Fe(III)-pyochelin outer membrane receptor precursor	PA4221
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable ATP-binding component of ABC transporter	PA4222
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable ATP-binding component of ABC transporter	PA4223
pchG	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyochelin biosynthetic protein PchG	PA4224
pchF	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyochelin synthetase	PA4225
pchE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	dihydroaeruginoic acid synthetase	PA4226
pchD	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyochelin biosynthesis protein PchD	PA4228
pchC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyochelin biosynthetic protein PchC	PA4229
pchB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	salicylate biosynthesis protein PchB	PA4230
ftnA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	bacterial ferritin	PA4235
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable transport protein	PA4334
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA4357
feoB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FeoB	PA4358
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA4359
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	hypothetical protein	PA4467
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable outer membrane receptor for iron transport	PA4514
fprB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	FprB	PA4615
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA4635
chtA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ChtA	PA4675
hitA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferric iron-binding periplasmic protein HitA	PA4687
hitB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	iron (III)-transport system permease HitB	PA4688
phuW	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PhuW	PA4705
phuV	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PhuV	PA4706
phuU	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PhuU	PA4707
phuT	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Heme-transport protein PhuT	PA4708
phuS	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	PhuS	PA4709
phuR	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Heme/Hemoglobin uptake outer membrane receptor PhuR precursor	PA4710
fur	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferric uptake regulation protein	PA4764
mgtA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Mg(2+) transport ATPase P-type 2	PA4825
cntI	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	CntI	PA4834
cntM	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	CntM	PA4835
cntL	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	CntL	PA4836
cntO	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	CntO	PA4837
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable bacterioferritin	PA4880
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium/hydrogen antiporter	PA5021
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable permease of ABC iron transporter	PA5216
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	putative binding protein of iron ABC transporter	PA5217
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	hypothetical protein	PA5248
corA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	magnesium/cobalt transport protein	PA5268
amtB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ammonium transporter AmtB	PA5287
sphB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	SphB	PA5328
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA5362
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable transcarboxylase subunit	PA5435
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	conserved hypothetical protein	PA5473
znuA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ZnuA	PA5498
zur	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	zinc uptake regulator Zur	PA5499
znuC	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	zinc transport protein ZnuC	PA5500
znuB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	permease of ABC zinc transporter ZnuB	PA5501
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable potassium efflux transporter	PA5518
	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	probable sodium/proton antiporter	PA5529
tonB1	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB1	PA5531
	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	probable transporter	PA0166
	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	probable transporter	PA0352
codB	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	cytosine permease	PA0438
	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	probable transporter	PA1507
rbsR	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	ribose operon repressor RbsR	PA1949
	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	probable transporter	PA2938
uraA	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	uracil permease	PA4647
triA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein TriA	PA0156
triB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein TriB	PA0157
triC	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter TriC	PA0158
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC transporter	PA0184
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable permease of ABC transporter	PA0185
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable binding protein component of ABC transporter	PA0186
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable major facilitator superfamily (MFS) transporter	PA0246
mexR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	multidrug resistance operon repressor MexR	PA0424
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable major facilitator superfamily (MFS) transporter	PA0458
tolQ	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	TolQ protein	PA0969
tolR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	TolR protein	PA0970
tolA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	TolA protein	PA0971
tolB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	TolB protein	PA0972
oprL	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Peptidoglycan associated lipoprotein OprL precursor	PA0973
mucK	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	ciscis-muconate transporter MucK	PA1019
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable major facilitator superfamily (MFS) transporter	PA1236
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable tonB-dependent receptor	PA1271
norM	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	NorM	PA1361
ccmA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	heme exporter protein CcmA	PA1475
ccmB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	heme exporter protein CcmB	PA1476
ccmC	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	heme exporter protein CcmC	PA1477
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable major facilitator superfamily (MFS) transporter	PA1626
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable outer membrane protein precursor	PA1875
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable transporter	PA1958
cmrA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	chloramphenicol resistance activator CmrA	PA2047
arsR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	ArsR protein	PA2277
arsB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	ArsB protein	PA2278
arsC	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	ArsC protein	PA2279
ambA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	AmbA	PA2306
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC transporter	PA2308
mexS	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	MexS	PA2491
mexT	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	transcriptional regulator MexT	PA2492
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	putative periplasmic aliphatic sulfonate binding protein	PA2594
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	conserved hypothetical protein	PA2596
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	putative periplasmic aliphatic sulfonate-binding protein 	PA2599
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable major facilitator superfamily (MFS) transporter	PA3137
cpxR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	two-component response regulator CpxR	PA3204
cpxS	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	CpxS	PA3206
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC transporter	PA3212
betX	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	BetX	PA3236
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC transporter	PA3442
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable permease of ABC transporter	PA3443
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	conserved hypothetical protein	PA3445
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable permease of ABC transporter	PA3448
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	conserved hypothetical protein	PA3449
armR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	antirepressor for MexR ArmR	PA3719
lptG	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Lipopolysaccharide export system permease protein LptG	PA3827
lptF	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Lipopolysaccharide export system permease protein LptF	PA3828
betT3	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	BetT3	PA3933
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable permease of ABC taurine transporter	PA3936
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC taurine transporter	PA3937
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable periplasmic taurine-binding protein precursor	PA3938
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	conserved hypothetical protein	PA4045
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable toxin transporter	PA4143
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable ATP-binding component of ABC transporter	PA4456
lptC	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Lipopolysaccharide export system protein LptC	PA4459
lptH	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	LptH	PA4460
lptB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	Lipopolysaccharide export system ATP-binding protein LptB	PA4461
cdrB	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	cyclic diguanylate-regulated TPS partner B CdrB	PA4624
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	probable transporter	PA4821
brlR	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	BrlR	PA4878
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	SMR multidrug efflux transporter	PA4990
msbA	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	transport protein MsbA	PA4997
	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	drug efflux transporter	PA5160
glpT	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	glycerol-3-phosphate transporter	PA5235
betT2	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	BetT2	PA5291
betT1	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	BetT1	PA5375
wzt	Metabolism	Transport and binding proteins	Other@Transport and binding proteins	ABC subunit of A-band LPS efflux transporter	PA5450
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA0151
opdC	Metabolism	Transport and binding proteins	Porins	histidine porin OpdC	PA0162
	Metabolism	Transport and binding proteins	Porins	probable porin	PA0189
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA0192
	Metabolism	Transport and binding proteins	Porins	probable porin	PA0240
oprE	Metabolism	Transport and binding proteins	Porins	Anaerobically-induced outer membrane porin OprE precursor	PA0291
oprM	Metabolism	Transport and binding proteins	Porins	Major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor	PA0427
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA0434
fiuA	Metabolism	Transport and binding proteins	Porins	Ferrichrome receptor FiuA	PA0470
opdH	Metabolism	Transport and binding proteins	Porins	cis-aconitate porin OpdH	PA0755
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA0781
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA0833
pirA	Metabolism	Transport and binding proteins	Porins	ferric enterobactin receptor PirA	PA0931
oprD	Metabolism	Transport and binding proteins	Porins	Basic amino acid basic peptide and imipenem outer membrane porin OprD precursor	PA0958
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA1041
yfiB	Metabolism	Transport and binding proteins	Porins	YfiB	PA1119
aprF	Metabolism	Transport and binding proteins	Porins	Alkaline protease secretion outer membrane protein AprF precursor	PA1248
	Metabolism	Transport and binding proteins	Porins	probable tonB-dependent receptor	PA1271
hxuA	Metabolism	Transport and binding proteins	Porins	HxuA	PA1302
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA1322
	Metabolism	Transport and binding proteins	Porins	probable siderophore receptor	PA1365
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA1613
oprF	Metabolism	Transport and binding proteins	Porins	Major porin and structural outer membrane porin OprF precursor	PA1777
femA	Metabolism	Transport and binding proteins	Porins	ferric-mycobactin receptor FemA	PA1910
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA1922
sppR	Metabolism	Transport and binding proteins	Porins	TonB-dependent receptor SppR	PA2057
opdO	Metabolism	Transport and binding proteins	Porins	pyroglutamate porin OpdO	PA2113
	Metabolism	Transport and binding proteins	Porins	conserved hypothetical protein	PA2289
	Metabolism	Transport and binding proteins	Porins	probable glucose-sensitive porin	PA2291
opmQ	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA2391
	Metabolism	Transport and binding proteins	Porins	probable porin	PA2420
foxA	Metabolism	Transport and binding proteins	Porins	Ferrioxamine receptor FoxA	PA2466
oprN	Metabolism	Transport and binding proteins	Porins	Multidrug efflux outer membrane protein OprN precursor	PA2495
opdT	Metabolism	Transport and binding proteins	Porins	tyrosine porin OpdT	PA2505
czcC	Metabolism	Transport and binding proteins	Porins	outer membrane protein precursor CzcC	PA2522
opmB	Metabolism	Transport and binding proteins	Porins	OpmB	PA2525
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA2590
pfeA	Metabolism	Transport and binding proteins	Porins	Ferric enterobactin receptor outer membrane protein PfeA precursor	PA2688
opdB	Metabolism	Transport and binding proteins	Porins	proline porin OpdB	PA2700
oprQ	Metabolism	Transport and binding proteins	Porins	OprQ	PA2760
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA2837
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA2900
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA2911
opdQ	Metabolism	Transport and binding proteins	Porins	OpdQ	PA3038
oprB	Metabolism	Transport and binding proteins	Porins	Glucose/carbohydrate outer membrane porin OprB precursor	PA3186
	Metabolism	Transport and binding proteins	Porins	probable TonB-dependent receptor	PA3268
oprP	Metabolism	Transport and binding proteins	Porins	Phosphate-specific outer membrane porin OprP precursor	PA3279
oprO	Metabolism	Transport and binding proteins	Porins	Pyrophosphate-specific outer membrane porin OprO precursor	PA3280
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA3404
hasR	Metabolism	Transport and binding proteins	Porins	Heme uptake outer membrane receptor HasR precursor	PA3408
opmE	Metabolism	Transport and binding proteins	Porins	OpmE	PA3521
	Metabolism	Transport and binding proteins	Porins	probable porin	PA3588
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA3647
lptF	Metabolism	Transport and binding proteins	Porins	Lipotoxon F LptF	PA3692
oprC	Metabolism	Transport and binding proteins	Porins	Putative copper transport outer membrane porin OprC precursor	PA3790
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA3894
fecA	Metabolism	Transport and binding proteins	Porins	Fe(III) dicitrate transport protein FecA	PA3901
oprG	Metabolism	Transport and binding proteins	Porins	Outer membrane protein OprG precursor	PA4067
	Metabolism	Transport and binding proteins	Porins	hypothetical protein	PA4099
	Metabolism	Transport and binding proteins	Porins	probable porin	PA4137
fvbA	Metabolism	Transport and binding proteins	Porins	FvbA	PA4156
fpvB	Metabolism	Transport and binding proteins	Porins	second ferric pyoverdine receptor FpvB	PA4168
	Metabolism	Transport and binding proteins	Porins	probable porin	PA4179
opmD	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA4208
fptA	Metabolism	Transport and binding proteins	Porins	Fe(III)-pyochelin outer membrane receptor precursor	PA4221
opdD	Metabolism	Transport and binding proteins	Porins	Glycine-glutamate dipeptide porin OpdP	PA4501
	Metabolism	Transport and binding proteins	Porins	probable outer membrane receptor for iron transport	PA4514
oprJ	Metabolism	Transport and binding proteins	Porins	Multidrug efflux outer membrane protein OprJ precursor	PA4597
chtA	Metabolism	Transport and binding proteins	Porins	ChtA	PA4675
phuR	Metabolism	Transport and binding proteins	Porins	Heme/Hemoglobin uptake outer membrane receptor PhuR precursor	PA4710
cntO	Metabolism	Transport and binding proteins	Porins	CntO	PA4837
opdK	Metabolism	Transport and binding proteins	Porins	histidine porin OpdK	PA4898
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA4974
	Metabolism	Transport and binding proteins	Porins	probable outer membrane protein precursor	PA5158
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA0136
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA0137
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA0138
exbB1	Metabolism	Transport and binding proteins	Unknown substrate	transport protein ExbB	PA0198
exbD1	Metabolism	Transport and binding proteins	Unknown substrate	transport protein ExbD	PA0199
pcaT	Metabolism	Transport and binding proteins	Unknown substrate	dicarboxylic acid transporter PcaT	PA0229
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA0241
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA0273
	Metabolism	Transport and binding proteins	Unknown substrate	probable binding protein component of ABC transporter	PA0323
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA0334
mexA	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor	PA0425
mexB	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB	PA0426
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA0443
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease	PA0476
	Metabolism	Transport and binding proteins	Unknown substrate	conserved hypothetical protein	PA0485
exbB2	Metabolism	Transport and binding proteins	Unknown substrate	transport protein ExbB2	PA0693
exbD2	Metabolism	Transport and binding proteins	Unknown substrate	transport protein ExbD	PA0694
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA0703
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA0786
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA0811
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding/permease fusion ABC transporter	PA0860
